time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-07 00:00:00+00:00,10,4,0,0
2026-06-08 00:00:00+00:00,12,6,0,0
2026-06-09 00:00:00+00:00,22,8,0,0
2026-06-10 00:00:00+00:00,15,7,0,0
2026-06-11 00:00:00+00:00,16,10,0,0
2026-06-12 00:00:00+00:00,11,4,0,0
2026-06-13 00:00:00+00:00,19,8,0,0
2026-06-14 00:00:00+00:00,30,9,1,1
2026-06-15 00:00:00+00:00,30,10,0,0
2026-06-16 00:00:00+00:00,19,9,0,0
2026-06-17 00:00:00+00:00,19,6,1,1
2026-06-18 00:00:00+00:00,22,7,1,1
2026-06-19 00:00:00+00:00,26,6,2,2
2026-06-20 00:00:00+00:00,44,10,0,0
