time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-29 00:00:00+00:00,15,5,0,0
2026-04-30 00:00:00+00:00,16,8,0,0
2026-05-01 00:00:00+00:00,33,7,0,0
2026-05-02 00:00:00+00:00,36,10,0,0
2026-05-03 00:00:00+00:00,17,7,0,0
2026-05-04 00:00:00+00:00,33,10,0,0
2026-05-05 00:00:00+00:00,33,8,0,0
2026-05-06 00:00:00+00:00,12,6,0,0
2026-05-07 00:00:00+00:00,5,4,0,0
2026-05-08 00:00:00+00:00,11,5,0,0
2026-05-09 00:00:00+00:00,10,5,0,0
2026-05-10 00:00:00+00:00,17,5,0,0
2026-05-11 00:00:00+00:00,8,3,0,0
2026-05-12 00:00:00+00:00,20,5,0,0
